pref_label,uri,notation,description,alt_labels,in_schemes,broader,narrower
Accessibility,http://data.jrc.ec.europa.eu/ontology/cybersecurity/accessibility,accessibility,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Algorithmic auditability and accountability,http://data.jrc.ec.europa.eu/ontology/cybersecurity/algorithmic_auditability_accountability,algorithmic_auditability_accountability,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/trust_management_accountability,
"Anonymity, pseudonymity, unlinkability, undetectability, or unobservability",http://data.jrc.ec.europa.eu/ontology/cybersecurity/anonimity_pseudonimity,anonimity_pseudonimity,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Anti-forensics and malware analytics,http://data.jrc.ec.europa.eu/ontology/cybersecurity/anti-forensics_malware_analytics,anti-forensics_malware_analytics,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/incident_handling_digital_forensics,
Artificial intelligence,http://data.jrc.ec.europa.eu/ontology/cybersecurity/artificial_intelligence,artificial_intelligence,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/technology,,
Assessment,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assessment,assessment,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance_audit_certification,
Assessment of information security effectiveness and degrees of control,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assessment_information_security_effectiveness_degrees_control,assessment_information_security_effectiveness_degrees_control,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/security_management_governance,
Assurance,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance,assurance,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance_audit_certification,
"Assurance, Audit, and Certification",http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance_audit_certification,assurance_audit_certification,"This domain refers to the methodologies, frameworks and tools that provide ground for having confidence that a system,software, service, process or network is working or has been designed to operate at the desired security target or according to a defined security policy.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assessment; http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance; http://data.jrc.ec.europa.eu/ontology/cybersecurity/audit; http://data.jrc.ec.europa.eu/ontology/cybersecurity/certification
Asymmetric cryptography,http://data.jrc.ec.europa.eu/ontology/cybersecurity/asymmetric_cryptography,asymmetric_cryptography,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,
"Attack modelling, techniques, and countermeasures",http://data.jrc.ec.europa.eu/ontology/cybersecurity/attack_modelling_techniques_countermeasures,attack_modelling_techniques_countermeasures,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/security_management_governance,
Attack techniques,http://data.jrc.ec.europa.eu/ontology/cybersecurity/attack_techniques,attack_techniques,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/software_hardware_security_engineering,
Audiovisual and media,http://data.jrc.ec.europa.eu/ontology/cybersecurity/audiovisual_media,audiovisual_media,"Traditional media services such as radio, television and cinema but also new media ranging from digital publications to online services including social networks.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Audit,http://data.jrc.ec.europa.eu/ontology/cybersecurity/audit,audit,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance_audit_certification,
Automating security functionality,http://data.jrc.ec.europa.eu/ontology/cybersecurity/automating_security_functionality,automating_security_functionality,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Big data,http://data.jrc.ec.europa.eu/ontology/cybersecurity/big_data,big_data,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/technology,,
"Biometric methods, technologies and tools",http://data.jrc.ec.europa.eu/ontology/cybersecurity/biometric_methods_technologies_tools,biometric_methods_technologies_tools,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/identity_management,
Blockchain and Distributed Ledger Technology,http://data.jrc.ec.europa.eu/ontology/cybersecurity/blockchain_dlt,blockchain_dlt,,DLT,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/technology,,
Border and external security,http://data.jrc.ec.europa.eu/ontology/cybersecurity/border_external_security,border_external_security,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/use_case,,
Capability maturity models,http://data.jrc.ec.europa.eu/ontology/cybersecurity/capability_maturity_models,capability_maturity_models,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/security_management_governance,
Certification,http://data.jrc.ec.europa.eu/ontology/cybersecurity/certification,certification,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/assurance_audit_certification,
Chemical,http://data.jrc.ec.europa.eu/ontology/cybersecurity/chemical,chemical,"Includes companies and organisations that produce industrial and consumer chemicals of any sort including petrochemicals, polymers, and basic inorganics.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Citizen cooperation and reporting,http://data.jrc.ec.europa.eu/ontology/cybersecurity/citizen_cooperation_reporting,citizen_cooperation_reporting,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/incident_handling_digital_forensics,
"Cloud, Edge and Virtualisation",http://data.jrc.ec.europa.eu/ontology/cybersecurity/cloud_edge_virtualisation,cloud_edge_virtualisation,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/technology,,
"Compliance with information security and privacy policies, procedures, and regulations",http://data.jrc.ec.europa.eu/ontology/cybersecurity/compliance_security_privacy_policies_procedures_regulations,compliance_security_privacy_policies_procedures_regulations,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/security_management_governance,
Computer ethics and security,http://data.jrc.ec.europa.eu/ontology/cybersecurity/computer_ethics_security,computer_ethics_security,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Coordination and information sharing in the context of cross-border/organizational incidents,http://data.jrc.ec.europa.eu/ontology/cybersecurity/coordination_information_sharing_cross-border-organizational_incidents,coordination_information_sharing_cross-border-organizational_incidents,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/incident_handling_digital_forensics,
Critical Infrastructure Protection,http://data.jrc.ec.europa.eu/ontology/cybersecurity/critical_infrastructure_protection,critical_infrastructure_protection,,CIP,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/use_case,,
"Cryptanalysis methodologies, techniques and tools",http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptanalysis_methodologies_techniques_tools,cryptanalysis_methodologies_techniques_tools,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,
Crypto material management,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptomaterial_management,cryptomaterial_management,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,
Cryptology,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,cryptology,"Cryptology groups together by definition of Cryptography and Cryptanalysis. For the scope of this taxonomy, under this sub-domain fall the mathematical aspects of cryptology, the algorithmic aspects, their technical implementation and infrastructural architectures as well as the implementation of cryptanalytic methodologies, techniques and tools. Furthermore, this domain also considers digital steganography, which is a technique for concealing information in a particular digital format.",Cryptography and Cryptanalysis,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/asymmetric_cryptography; http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptanalysis_methodologies_techniques_tools; http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptography_mathematical_foundations; http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptomaterial_management; http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_signatures; http://data.jrc.ec.europa.eu/ontology/cybersecurity/functional_encryption; http://data.jrc.ec.europa.eu/ontology/cybersecurity/hash_functions; http://data.jrc.ec.europa.eu/ontology/cybersecurity/homomorphic_encryption; http://data.jrc.ec.europa.eu/ontology/cybersecurity/message_authentication; http://data.jrc.ec.europa.eu/ontology/cybersecurity/post-quantum_cryptography; http://data.jrc.ec.europa.eu/ontology/cybersecurity/quantum_cryptography; http://data.jrc.ec.europa.eu/ontology/cybersecurity/random_number_generation; http://data.jrc.ec.europa.eu/ontology/cybersecurity/secure_multi-party_computation; http://data.jrc.ec.europa.eu/ontology/cybersecurity/symmetric_cyptography
"Cyber ranges, Capture the Flag exercises, simulation platforms, educational/training tools, cybersecurity awareness",http://data.jrc.ec.europa.eu/ontology/cybersecurity/cyberranges_capturetheflag_education-training-tools_awareness,cyberranges_capturetheflag_education-training-tools_awareness,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_training,
Cybercrime prosecution and law enforcement,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybercrime_prosecution_law_enforcement,cybercrime_prosecution_law_enforcement,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/legal,
Cyberpsychology,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cyberpsychology,cyberpsychology,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Cybersecurity and cyber-safety co-engineering,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_cybersafety_co-engineering,cybersecurity_cybersafety_co-engineering,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/software_hardware_security_engineering,
"Cybersecurity concepts, definitions, ontologies, taxonomies, foundational aspects",http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_concepts_ontologies_taxonomies_foundations,cybersecurity_concepts_ontologies_taxonomies_foundations,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/theoretical_foundations,
Cybersecurity profiling,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_profiling,cybersecurity_profiling,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Cybersecurity regulation analysis and design,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_regulation_analysis_design,cybersecurity_regulation_analysis_design,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/legal,
Cybersecurity uncertainty models,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_uncertainty_models,cybersecurity_uncertainty_models,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/theoretical_foundations,
Cybersecurity-aware culture,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-aware_culture,cybersecurity-aware_culture,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_training,
Data Security and Privacy,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,data_security_privacy,This domain includes security and privacy issues related to data in order to (a) reduce by design privacy and confidentiality risks without impairing data processing purposes or (b) by preventing misuse of data after it is accessed by authorized entities.,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/anonimity_pseudonimity; http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_integrity; http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_usage_control; http://data.jrc.ec.europa.eu/ontology/cybersecurity/development_operations_data_management_systems; http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_rights_management; http://data.jrc.ec.europa.eu/ontology/cybersecurity/eavesdropping_techniques; http://data.jrc.ec.europa.eu/ontology/cybersecurity/privacy_enhancing_technologies; http://data.jrc.ec.europa.eu/ontology/cybersecurity/privacy_requirements_data_management_systems; http://data.jrc.ec.europa.eu/ontology/cybersecurity/risk_analysis_attacks_deanonymization_reidentification
Data integrity,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_integrity,data_integrity,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Data usage control,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_usage_control,data_usage_control,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Defence,http://data.jrc.ec.europa.eu/ontology/cybersecurity/defence,defence,"The activities and infrastructure required for protecting citizens, including the use of aeronautics, space, electronics, land or telecommunication systems.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
"Design, implementation, and operation of data management systems that include security and privacy functions",http://data.jrc.ec.europa.eu/ontology/cybersecurity/development_operations_data_management_systems,development_operations_data_management_systems,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Digital Rights Management,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_rights_management,digital_rights_management,,DRM,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Digital Services and Platforms,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_services_platforms,digital_services_platforms,Includes companies that provide digital services and platforms including cloud services for data storage and web service providers.,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Digital forensic case studies,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_forensics_case_studies,digital_forensics_case_studies,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/incident_handling_digital_forensics,
Digital forensic processes and workflow models,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_forensic_processes_worklfow_models,digital_forensic_processes_worklfow_models,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/incident_handling_digital_forensics,
Digital signatures,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_signatures,digital_signatures,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,
Digital watermarking,http://data.jrc.ec.europa.eu/ontology/cybersecurity/digital_watermarking,digital_watermarking,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/steganography_steganalysis_watermarking,
Disaster resilience and crisis management,http://data.jrc.ec.europa.eu/ontology/cybersecurity/disaster_resilience_crisis_management,disaster_resilience_crisis_management,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/use_case,,
Distributed consensus techniques,http://data.jrc.ec.europa.eu/ontology/cybersecurity/distributed_consensus_techniques,distributed_consensus_techniques,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/network_distributed_systems,
Distributed systems security,http://data.jrc.ec.europa.eu/ontology/cybersecurity/distributed_systems_security,distributed_systems_security,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/network_distributed_systems,
Distributed systems security analysis and simulation,http://data.jrc.ec.europa.eu/ontology/cybersecurity/distributed_systems_security_analysis_simulation,distributed_systems_security_analysis_simulation,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/network_distributed_systems,
Eavesdropping techniques,http://data.jrc.ec.europa.eu/ontology/cybersecurity/eavesdropping_techniques,eavesdropping_techniques,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/data_security_privacy,
Economic aspects of the cybersecurity ecosystem,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity_economic_aspects,cybersecurity_economic_aspects,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/security_management_governance,
Education and Training,http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_training,education_training,"The learning process of acquiring knowledge, know-how, skills and/or competences necessary to protect network and information systems, their users, and affected persons from cyber threats.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cyberranges_capturetheflag_education-training-tools_awareness; http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-aware_culture; http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_methodology; http://data.jrc.ec.europa.eu/ontology/cybersecurity/higher_education; http://data.jrc.ec.europa.eu/ontology/cybersecurity/professional_training; http://data.jrc.ec.europa.eu/ontology/cybersecurity/vocational_training
Education methodology,http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_methodology,education_methodology,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/education_training,
Energy,http://data.jrc.ec.europa.eu/ontology/cybersecurity/energy,energy,"Includes the companies and organisations intended to produce and distribute energy, including electricity, oil or gas. It comprises the required infrastructure for these activities, such as distribution/storage/transmission system operators, energy production operators, or smart meters and equipment.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Enhancing risk perception,http://data.jrc.ec.europa.eu/ontology/cybersecurity/enhancing_risk_perception,enhancing_risk_perception,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Fault injection testing and analysis,http://data.jrc.ec.europa.eu/ontology/cybersecurity/fault_injection_testing_analysis,fault_injection_testing_analysis,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/software_hardware_security_engineering,
Fault tolerant models,http://data.jrc.ec.europa.eu/ontology/cybersecurity/fault_tolerant_models,fault_tolerant_models,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/network_distributed_systems,
Fight against crime and terrorism,http://data.jrc.ec.europa.eu/ontology/cybersecurity/fight_against_crime_terrorism,fight_against_crime_terrorism,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/use_case,,
Financial,http://data.jrc.ec.europa.eu/ontology/cybersecurity/financial,financial,"Includes institutions that provide financial services, such as banking, insurance or brokerage services.",,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Food and drink,http://data.jrc.ec.europa.eu/ontology/cybersecurity/food_drink,food_drink,Includes activities to ensure the production and delivery of safe food/drink and to improve the supply chain. Some of these initiatives include the use of new technological enablers to enhance agriculture and farming activities.,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/sector,,
Forensic cyberpsychology,http://data.jrc.ec.europa.eu/ontology/cybersecurity/forensic_cyberpsychology,forensic_cyberpsychology,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/human_aspects,
Formal specification of various aspects of security,http://data.jrc.ec.europa.eu/ontology/cybersecurity/formal_specification_aspects_security,formal_specification_aspects_security,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/theoretical_foundations,
"Formal specification, analysis, and verification of software and hardware",http://data.jrc.ec.europa.eu/ontology/cybersecurity/formal_specification_analysis_verification_software_hardware,formal_specification_analysis_verification_software_hardware,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/theoretical_foundations,
Formal verification of security assurance,http://data.jrc.ec.europa.eu/ontology/cybersecurity/formal_verification_security_assurance,formal_verification_security_assurance,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/theoretical_foundations,
Functional encryption,http://data.jrc.ec.europa.eu/ontology/cybersecurity/functional_encryption,functional_encryption,,,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cybersecurity-taxonomy; http://data.jrc.ec.europa.eu/ontology/cybersecurity/knowledge_domain,http://data.jrc.ec.europa.eu/ontology/cybersecurity/cryptology,
